month_date,time_idx,deaths,year,month,series_id,fear_score_yearly_mean,fear_score_yearly_mean_lag1,feature_std,feature_lag1_std
1786-11-01,1045,1405.0,1786,11,London,0.6734864575522287,0.6753704111750533,-0.034641373023932796,0.31029060250615426
1786-12-01,1046,2740.0,1786,12,London,0.6734864575522287,0.6753704111750533,-0.034641373023932796,0.31029060250615426
1787-01-01,1047,1870.0,1787,1,London,0.6780261120625904,0.6734864575522287,0.7602292123719743,-0.019398039740479277
1787-02-01,1048,1518.0,1787,2,London,0.6780261120625904,0.6734864575522287,0.7602292123719743,-0.019398039740479277
1787-03-01,1049,1458.0,1787,3,London,0.6780261120625904,0.6734864575522287,0.7602292123719743,-0.019398039740479277
1787-04-01,1050,1721.0,1787,4,London,0.6780261120625904,0.6734864575522287,0.7602292123719743,-0.019398039740479277
1787-05-01,1051,1671.0,1787,5,London,0.6780261120625904,0.6734864575522287,0.7602292123719743,-0.019398039740479277
1787-06-01,1052,1284.0,1787,6,London,0.6780261120625904,0.6734864575522287,0.7602292123719743,-0.019398039740479277
1787-07-01,1053,1734.0,1787,7,London,0.6780261120625904,0.6734864575522287,0.7602292123719743,-0.019398039740479277
1787-08-01,1054,1547.0,1787,8,London,0.6780261120625904,0.6734864575522287,0.7602292123719743,-0.019398039740479277
1787-09-01,1055,1366.0,1787,9,London,0.6780261120625904,0.6734864575522287,0.7602292123719743,-0.019398039740479277
1787-10-01,1056,1768.0,1787,10,London,0.6780261120625904,0.6734864575522287,0.7602292123719743,-0.019398039740479277
1787-11-01,1057,1347.0,1787,11,London,0.6780261120625904,0.6734864575522287,0.7602292123719743,-0.019398039740479277
1787-12-01,1058,2502.0,1787,12,London,0.6780261120625904,0.6734864575522287,0.7602292123719743,-0.019398039740479277
1788-01-01,1059,1125.0,1788,1,London,0.6683129229635563,0.6780261120625904,-0.9405011598596322,0.7750336881202368
1788-02-01,1060,1482.0,1788,2,London,0.6683129229635563,0.6780261120625904,-0.9405011598596322,0.7750336881202368
1788-03-01,1061,1859.0,1788,3,London,0.6683129229635563,0.6780261120625904,-0.9405011598596322,0.7750336881202368
1788-04-01,1062,1684.0,1788,4,London,0.6683129229635563,0.6780261120625904,-0.9405011598596322,0.7750336881202368
1788-05-01,1063,1242.0,1788,5,London,0.6683129229635563,0.6780261120625904,-0.9405011598596322,0.7750336881202368
1788-06-01,1064,1429.0,1788,6,London,0.6683129229635563,0.6780261120625904,-0.9405011598596322,0.7750336881202368
1788-07-01,1065,2139.0,1788,7,London,0.6683129229635563,0.6780261120625904,-0.9405011598596322,0.7750336881202368
1788-08-01,1066,1291.0,1788,8,London,0.6683129229635563,0.6780261120625904,-0.9405011598596322,0.7750336881202368
1788-09-01,1067,1653.0,1788,9,London,0.6683129229635563,0.6780261120625904,-0.9405011598596322,0.7750336881202368
1788-10-01,1068,1344.0,1788,10,London,0.6683129229635563,0.6780261120625904,-0.9405011598596322,0.7750336881202368
1788-11-01,1069,1309.0,1788,11,London,0.6683129229635563,0.6780261120625904,-0.9405011598596322,0.7750336881202368
1788-12-01,1070,2876.0,1788,12,London,0.6683129229635563,0.6780261120625904,-0.9405011598596322,0.7750336881202368
1789-01-01,1071,1819.0,1789,1,London,0.6749322062188928,0.6683129229635563,0.2185019193529795,-0.9247576905784661
1789-02-01,1072,1794.0,1789,2,London,0.6749322062188928,0.6683129229635563,0.2185019193529795,-0.9247576905784661
1789-03-01,1073,2064.0,1789,3,London,0.6749322062188928,0.6683129229635563,0.2185019193529795,-0.9247576905784661
1789-04-01,1074,1433.0,1789,4,London,0.6749322062188928,0.6683129229635563,0.2185019193529795,-0.9247576905784661
1789-05-01,1075,1675.0,1789,5,London,0.6749322062188928,0.6683129229635563,0.2185019193529795,-0.9247576905784661
1789-06-01,1076,2156.0,1789,6,London,0.6749322062188928,0.6683129229635563,0.2185019193529795,-0.9247576905784661
1789-07-01,1077,1455.0,1789,7,London,0.6749322062188928,0.6683129229635563,0.2185019193529795,-0.9247576905784661
1789-08-01,1078,1729.0,1789,8,London,0.6749322062188928,0.6683129229635563,0.2185019193529795,-0.9247576905784661
1789-09-01,1079,1460.0,1789,9,London,0.6749322062188928,0.6683129229635563,0.2185019193529795,-0.9247576905784661
1789-10-01,1080,1561.0,1789,10,London,0.6749322062188928,0.6683129229635563,0.2185019193529795,-0.9247576905784661
1789-11-01,1081,1812.0,1789,11,London,0.6749322062188928,0.6683129229635563,0.2185019193529795,-0.9247576905784661
1789-12-01,1082,1408.0,1789,12,London,0.6749322062188928,0.6683129229635563,0.2185019193529795,-0.9247576905784661
