week_date,time_idx,deaths,year,week_of_year,series_id,fear_score_weekly_mean,fear_score_weekly_mean_lag4w,feature_std,feature_lag_std
1678-06-27,25,356.0,1678,26,London,0.633683443069458,0.6352697014808655,-2.2516220551325734,-2.1099605543151987
1678-07-04,26,371.0,1678,27,London,0.633683443069458,0.6577469706535339,-2.2516220551325734,-0.09217993366061498
1678-07-11,27,387.0,1678,28,London,0.633683443069458,0.6577469706535339,-2.2516220551325734,-0.09217993366061498
1678-07-18,28,419.0,1678,29,London,0.6577469706535339,0.633683443069458,-0.09345852097811004,-2.2523587014077413
1678-07-25,29,411.0,1678,30,London,0.6577469706535339,0.633683443069458,-0.09345852097811004,-2.2523587014077413
1678-08-01,30,417.0,1678,31,London,0.6577469706535339,0.633683443069458,-0.09345852097811004,-2.2523587014077413
1678-08-08,31,398.0,1678,32,London,0.6577469706535339,0.633683443069458,-0.09345852097811004,-2.2523587014077413
1678-08-15,32,410.0,1678,33,London,0.649669885635376,0.6577469706535339,-0.8178606389780196,-0.09217993366061498
1678-08-22,33,417.0,1678,34,London,0.649669885635376,0.6577469706535339,-0.8178606389780196,-0.09217993366061498
1678-08-29,34,459.0,1678,35,London,0.649669885635376,0.6577469706535339,-0.8178606389780196,-0.09217993366061498
1678-09-05,35,511.0,1678,36,London,0.649669885635376,0.6577469706535339,-0.8178606389780196,-0.09217993366061498
1678-09-12,36,530.0,1678,37,London,0.6577469706535339,0.649669885635376,-0.09345852097811004,-0.8172584783815244
1678-09-19,37,621.0,1678,38,London,0.6577469706535339,0.649669885635376,-0.09345852097811004,-0.8172584783815244
1678-09-26,38,580.0,1678,39,London,0.6577469706535339,0.649669885635376,-0.09345852097811004,-0.8172584783815244
1678-10-03,39,528.0,1678,40,London,0.6420400738716125,0.649669885635376,-1.5021485707238884,-0.8172584783815244
1678-10-10,40,485.0,1678,41,London,0.6420400738716125,0.6577469706535339,-1.5021485707238884,-0.09217993366061498
1678-10-17,41,456.0,1678,42,London,0.6420400738716125,0.6577469706535339,-1.5021485707238884,-0.09217993366061498
1678-10-24,42,444.0,1678,43,London,0.6420400738716125,0.6577469706535339,-1.5021485707238884,-0.09217993366061498
1678-10-31,43,456.0,1678,44,London,0.6577469706535339,0.6420400738716125,-0.09345852097811004,-1.5021853793274953
1678-11-07,44,437.0,1678,45,London,0.6577469706535339,0.6420400738716125,-0.09345852097811004,-1.5021853793274953
1678-11-14,45,368.0,1678,46,London,0.6577469706535339,0.6420400738716125,-0.09345852097811004,-1.5021853793274953
1678-11-21,46,365.0,1678,47,London,0.6577469706535339,0.6420400738716125,-0.09345852097811004,-1.5021853793274953
1678-11-28,47,402.0,1678,48,London,0.6473245322704315,0.6577469706535339,-1.028206195723372,-0.09217993366061498
1678-12-05,48,369.0,1678,49,London,0.6473245322704315,0.6577469706535339,-1.028206195723372,-0.09217993366061498
1678-12-12,49,355.0,1678,50,London,0.6473245322704315,0.6577469706535339,-1.028206195723372,-0.09217993366061498
1678-12-19,50,401.0,1678,51,London,0.6473245322704315,0.6577469706535339,-1.028206195723372,-0.09217993366061498
1678-12-26,51,348.0,1678,52,London,0.6577469706535339,0.6473245322704315,-0.09345852097811004,-1.0278004500070803
